station,valid,lon,lat,tmpf,dwpf,drct,sknt,gust,vsby,alti,wxcodes
PEX,2022-05-13 15:55,-94.7466,45.3723,62.60,48.20,230.00,17.00,24.00,10.00,29.85,
FKA,2022-05-13 15:55,-92.1797,43.6767,77.00,46.00,250.00,11.00,,7.00,29.92,
9MN,2022-05-13 15:55,-92.4831,44.0198,75.70,43.70,220.00,11.00,17.00,10.00,29.92,
D39,2022-05-13 15:55,-94.9334,45.7066,61.50,47.70,230.00,20.00,25.00,10.00,29.82,
SYN,2022-05-13 15:55,-93.0145,44.4736,73.00,51.40,230.00,9.00,,10.00,29.88,
21D,2022-05-13 15:55,-92.8557,44.9975,71.60,50.00,230.00,11.00,16.00,10.00,29.87,
TKC,2022-05-13 15:55,-95.6072,44.2491,64.40,44.80,250.00,14.00,22.00,10.00,29.89,
Y19,2022-05-13 15:55,-100.8944,46.7680,50.00,42.80,240.00,32.00,48.00,10.00,29.51,
RUG,2022-05-13 15:55,-100.0243,48.3904,50.00,48.20,220.00,33.00,40.00,10.00,29.20,
08D,2022-05-13 15:55,-102.4064,48.3008,46.40,46.40,280.00,23.00,31.00,9.00,29.25,-DZ
S25,2022-05-13 15:55,-103.2552,47.7966,44.60,44.60,280.00,23.00,31.00,9.00,29.42,-RA
IKV,2022-05-13 15:55,-93.5695,41.6878,69.80,53.60,290.00,14.00,20.00,10.00,29.97,
AIO,2022-05-13 15:55,-95.0465,41.4059,64.40,62.60,250.00,8.00,,10.00,29.99,
CKP,2022-05-13 15:55,-95.5538,42.7304,62.60,51.40,250.00,9.00,,10.00,29.99,
ICL,2022-05-13 15:55,-95.0223,40.7242,68.00,59.00,310.00,5.00,,10.00,30.02,
CBF,2022-05-13 15:55,-95.7604,41.2611,66.20,46.40,300.00,8.00,,10.00,29.98,
DEH,2022-05-13 15:55,-91.7433,43.2755,80.60,48.20,,6.00,18.00,10.00,29.90,
OLZ,2022-05-13 15:55,-91.9760,42.6831,82.40,50.00,260.00,16.00,,10.00,29.93,
OOA,2022-05-13 15:55,-92.4919,41.2273,81.30,52.00,250.00,19.00,23.00,10.00,30.00,
RDK,2022-05-13 15:55,-95.2624,41.0106,66.20,53.60,270.00,6.00,,10.00,30.00,
SHL,2022-05-13 15:55,-95.8353,43.2082,62.60,50.00,240.00,13.00,18.00,10.00,29.95,
SDA,2022-05-13 15:55,-95.4112,40.7533,69.80,53.60,350.00,4.00,,10.00,29.99,
SLB,2022-05-13 15:55,-95.2399,42.5972,60.80,50.00,260.00,13.00,,10.00,29.98,
AXA,2022-05-13 15:55,-94.2724,43.0796,64.40,53.60,270.00,11.00,,10.00,29.96,
ADU,2022-05-13 15:55,-94.9204,41.6994,62.60,55.40,230.00,5.00,,10.00,30.00,
CIN,2022-05-13 15:55,-94.7889,42.0444,62.60,51.80,270.00,15.00,,10.00,29.97,
FXY,2022-05-13 15:55,-93.6237,43.2323,68.00,46.40,260.00,6.00,,10.00,29.96,
HNR,2022-05-13 15:55,-95.3355,41.5834,64.40,55.40,260.00,10.00,,10.00,30.00,
LRJ,2022-05-13 15:55,-96.1923,42.7754,64.40,48.20,240.00,11.00,,10.00,29.97,
MUT,2022-05-13 15:55,-91.1406,41.3670,84.20,59.00,120.00,7.00,,10.00,29.93,
I75,2022-05-13 15:55,-93.6876,41.0472,66.20,60.80,200.00,5.00,,10.00,29.95,-RA
PRO,2022-05-13 15:55,-94.1637,41.8278,69.30,50.20,270.00,11.00,,10.00,29.99,
MXO,2022-05-13 15:55,-91.1605,42.2204,86.00,57.20,140.00,11.00,19.00,10.00,29.90,
PEA,2022-05-13 15:55,-92.9431,41.3989,72.70,55.40,230.00,14.00,20.00,10.00,30.00,
EBS,2022-05-13 15:55,-93.8691,42.4392,69.80,50.00,270.00,12.00,17.00,10.00,29.97,
BNW,2022-05-13 15:55,-93.8486,42.0486,68.00,51.80,260.00,10.00,,10.00,30.01,
CAV,2022-05-13 15:55,-93.7593,42.7430,68.00,50.00,280.00,12.00,,10.00,29.97,
DNS,2022-05-13 15:55,-95.3800,41.9842,62.60,53.60,250.00,10.00,,10.00,30.01,
FFL,2022-05-13 15:55,-91.9834,41.0521,84.20,53.60,230.00,10.00,,10.00,29.99,
TNU,2022-05-13 15:55,-93.0190,41.6701,75.20,50.00,230.00,13.00,21.00,10.00,29.99,
96D,2022-05-13 15:55,-97.9028,48.9406,55.40,46.40,170.00,21.00,35.00,10.00,29.35,
EVM,2022-05-13 15:55,-92.4981,47.4251,64.40,55.40,200.00,11.00,16.00,10.00,29.79,
ANW,2022-05-13 15:55,-99.9930,42.5792,65.80,31.80,270.00,19.00,24.00,10.00,29.97,
AUH,2022-05-13 15:55,-97.9946,40.8941,67.30,46.60,0.00,0.00,,10.00,30.05,
PMV,2022-05-13 15:55,-95.9179,40.9502,69.60,57.60,300.00,6.00,,10.00,30.00,
CKN,2022-05-13 15:55,-96.6214,47.8417,57.20,,220.00,33.00,42.00,10.00,29.57,
FBL,2022-05-13 15:55,-93.3108,44.3247,71.60,51.80,230.00,11.00,,10.00,29.90,
FFM,2022-05-13 15:55,-96.1567,46.2844,62.60,48.20,220.00,20.00,30.00,10.00,29.73,
04W,2022-05-13 15:55,-92.8952,46.0229,69.80,51.80,200.00,11.00,,10.00,29.83,
LXL,2022-05-13 15:55,-94.3469,45.9492,62.60,48.20,230.00,14.00,21.00,10.00,29.83,
JKJ,2022-05-13 15:55,-96.6640,46.8393,60.80,46.40,210.00,26.00,35.00,10.00,29.67,
VWU,2022-05-13 15:55,-94.5167,48.1539,69.80,46.40,190.00,14.00,21.00,10.00,29.65,
3N8,2022-05-13 15:55,-95.9281,47.2605,59.50,48.20,210.00,28.00,36.00,10.00,29.65,
HPT,2022-05-13 15:55,-93.2244,42.7175,73.40,50.00,270.00,16.00,22.00,10.00,29.96,
SXK,2022-05-13 15:55,-96.1614,42.9858,64.40,51.80,250.00,15.00,,10.00,29.95,
HJH,2022-05-13 15:55,-97.5870,40.1523,71.40,41.70,360.00,3.00,,10.00,30.04,
HDE,2022-05-13 15:55,-99.3365,40.4521,64.60,37.20,220.00,3.00,,10.00,30.07,
IBM,2022-05-13 15:55,-103.6774,41.1881,62.60,19.40,260.00,21.00,27.00,10.00,30.08,
LXN,2022-05-13 15:55,-99.7759,40.7904,67.00,35.80,0.00,0.00,,10.00,30.06,
MLE,2022-05-13 15:55,-96.1120,41.1960,69.00,50.00,300.00,8.00,,10.00,30.01,
AFK,2022-05-13 15:55,-95.8657,40.6069,,,,,,,,
OGA,2022-05-13 15:55,-101.7697,41.1195,67.80,28.80,300.00,15.00,21.00,10.00,30.05,
ONL,2022-05-13 15:55,-98.6881,42.4697,65.30,40.80,200.00,9.00,14.00,10.00,29.99,
TIF,2022-05-13 15:55,-100.5690,41.9622,67.30,26.20,290.00,18.00,24.00,10.00,30.00,
JYR,2022-05-13 15:55,-97.6228,40.8967,68.00,46.40,250.00,4.00,,10.00,30.05,
ANE,2022-05-13 15:55,-93.2102,45.1449,73.40,50.00,230.00,10.00,15.00,10.00,29.86,
TVK,2022-05-13 15:55,-92.8983,40.6832,73.40,55.40,200.00,7.00,14.00,10.00,30.01,
20U,2022-05-13 15:55,-103.9821,46.9252,44.60,42.80,290.00,28.00,38.00,10.00,29.62,
BWW,2022-05-13 15:55,-103.3007,46.1655,44.60,44.60,280.00,33.00,38.00,3.00,29.66,-RA
9D7,2022-05-13 15:55,-99.2364,48.4800,51.80,,210.00,30.00,45.00,10.00,29.27,
46D,2022-05-13 15:55,-99.1513,47.4511,53.60,44.60,230.00,31.00,42.00,10.00,29.44,
2C8,2022-05-13 15:55,-97.6320,48.7837,55.40,48.20,180.00,27.00,39.00,10.00,29.38,
D50,2022-05-13 15:55,-103.2973,48.9285,44.60,44.60,310.00,21.00,27.00,1.25,29.26,-RA
D57,2022-05-13 15:55,-101.8602,46.8128,48.20,39.20,270.00,36.00,43.00,10.00,29.50,
GAF,2022-05-13 15:55,-97.3709,48.4047,55.40,46.40,180.00,27.00,35.00,10.00,29.46,
GWR,2022-05-13 15:55,-97.6435,46.2187,59.00,57.20,240.00,34.00,47.00,10.00,29.66,
5H4,2022-05-13 15:55,-99.9317,47.7912,48.20,44.60,230.00,36.00,48.00,10.00,29.34,
2D5,2022-05-13 15:55,-98.0799,46.1731,59.00,46.40,220.00,30.00,41.00,10.00,29.67,
BAC,2022-05-13 15:55,-98.0180,46.9412,57.20,48.20,220.00,34.00,41.00,10.00,29.56,
BWP,2022-05-13 15:55,-96.6074,46.2441,62.60,50.00,230.00,26.00,36.00,10.00,29.72,
BTN,2022-05-13 15:55,-97.7428,45.8150,60.80,48.20,220.00,27.00,43.00,10.00,29.71,
9V9,2022-05-13 15:55,-99.3183,43.7667,66.40,40.50,250.00,14.00,22.00,10.00,29.88,
HON,2022-05-13 15:55,-98.2286,44.3852,66.00,45.00,230.00,13.00,24.00,10.00,29.86,
SPF,2022-05-13 15:55,-103.7830,44.4803,55.40,32.00,270.00,20.00,31.00,10.00,29.85,
BVN,2022-05-13 15:55,-98.0558,41.7286,66.20,43.30,230.00,5.00,,10.00,30.02,
BIE,2022-05-13 15:55,-96.7541,40.3013,72.50,50.50,320.00,4.00,,10.00,30.02,
BTA,2022-05-13 15:55,-96.1090,41.4148,67.30,47.70,240.00,9.00,,10.00,30.01,
CQM,2022-05-13 15:55,-92.6894,47.8219,66.20,53.60,170.00,11.00,18.00,10.00,29.74,
DTL,2022-05-13 15:55,-95.8856,46.8252,59.00,44.60,220.00,24.00,31.00,10.00,29.70,
OXV,2022-05-13 15:55,-93.1114,41.2984,71.60,55.40,220.00,13.00,20.00,10.00,29.99,
IFA,2022-05-13 15:55,-93.2651,42.4691,74.30,53.00,260.00,14.00,20.00,10.00,29.99,
DLH,2022-05-13 15:55,-92.1936,46.8421,50.00,49.00,140.00,7.00,,2.50,29.83,BR
GGI,2022-05-13 15:55,-92.7332,41.7097,77.70,53.00,230.00,20.00,27.00,10.00,30.00,
AHQ,2022-05-13 15:55,-96.5946,41.2406,68.50,47.00,290.00,8.00,,10.00,30.02,
FET,2022-05-13 15:55,-96.5200,41.4500,69.00,47.00,270.00,4.00,,10.00,30.02,
PHP,2022-05-13 15:55,-101.6000,44.0500,65.00,38.00,240.00,20.00,29.00,10.00,29.85,
BJI,2022-05-13 15:55,-94.9337,47.5094,63.00,43.70,210.00,20.00,32.00,10.00,29.68,
Y49,2022-05-13 15:55,-94.6453,47.1595,62.00,44.60,200.00,15.00,23.00,10.00,29.71,
GRN,2022-05-13 15:55,-102.1753,42.8060,60.00,30.00,260.00,16.00,26.00,10.00,29.96,
OFF,2022-05-13 15:56,-95.9125,41.1183,71.00,47.30,290.00,9.00,,10.00,30.00,
TVF,2022-05-13 15:56,-96.1850,48.0657,58.00,48.00,190.00,28.00,38.00,10.00,29.58,
OTG,2022-05-13 15:56,-95.5792,43.6551,61.00,50.00,250.00,15.00,,10.00,29.94,
GPZ,2022-05-13 15:56,-93.5097,47.2111,68.00,48.00,190.00,17.00,23.00,10.00,29.76,
OLU,2022-05-13 15:56,-97.3426,41.4480,68.00,46.00,270.00,10.00,,10.00,30.04,
EAR,2022-05-13 15:56,-99.0068,40.7270,66.00,39.00,0.00,0.00,,10.00,30.07,
OFK,2022-05-13 15:56,-97.4351,41.9855,69.00,43.00,250.00,13.00,,10.00,30.01,
RDR,2022-05-13 15:56,-97.4012,47.9611,57.60,46.80,210.00,32.00,41.00,10.00,29.49,
FOD,2022-05-13 15:56,-94.2032,42.5497,66.00,52.00,280.00,9.00,,10.00,29.98,
RYM,2022-05-13 15:56,-94.3575,46.0895,65.30,48.20,220.00,15.00,21.00,10.00,29.79,
DVL,2022-05-13 15:56,-98.9083,48.1146,52.00,43.00,220.00,35.00,38.00,10.00,29.33,
2WX,2022-05-13 15:56,-103.5464,45.6044,50.00,41.00,270.00,36.00,46.00,,29.69,
RCA,2022-05-13 15:56,-103.1036,44.1451,60.80,30.70,310.00,20.00,26.00,10.00,29.84,
FSD,2022-05-13 15:56,-96.7536,43.5769,66.00,46.00,250.00,10.00,20.00,10.00,29.93,
8D3,2022-05-13 15:56,-96.9914,45.6689,64.00,46.00,220.00,25.00,34.00,,29.76,
YKN,2022-05-13 15:56,-97.3859,42.9167,66.00,46.00,200.00,11.00,,10.00,29.97,
FRM,2022-05-13 15:56,-94.4156,43.6439,64.00,49.00,270.00,9.00,,10.00,29.95,
JMS,2022-05-13 15:56,-98.6800,46.9300,57.00,42.00,230.00,26.00,40.00,10.00,29.54,
MML,2022-05-13 15:56,-95.8200,44.4500,64.00,49.00,260.00,23.00,27.00,10.00,29.87,
CWI,2022-05-13 15:56,-90.3328,41.8295,84.00,67.00,,,,10.00,29.92,
DIK,2022-05-13 15:56,-102.8019,46.7973,46.00,40.00,270.00,31.00,43.00,10.00,29.52,
D07,2022-05-13 15:56,-102.0200,45.0300,55.00,42.00,270.00,29.00,45.00,,29.76,
MKT,2022-05-13 15:56,-93.9200,44.2200,67.00,47.00,250.00,14.00,,10.00,29.92,
GNA,2022-05-13 15:56,-90.3457,47.7453,49.00,44.00,80.00,7.00,,,29.84,
1HW,2022-05-13 15:58,-102.8289,41.3251,65.30,20.70,290.00,26.00,29.00,10.00,30.02,
1BW,2022-05-13 15:58,-103.9950,41.5117,58.00,17.20,270.00,21.00,32.00,10.00,30.06,
1CW,2022-05-13 15:58,-103.6706,41.5900,60.80,15.60,250.00,20.00,31.00,10.00,30.03,
PNM,2022-05-13 16:15,-93.6082,45.5599,69.80,48.20,220.00,8.00,16.00,10.00,29.86,
FSE,2022-05-13 16:15,-95.7735,47.5928,59.00,46.40,200.00,35.00,44.00,10.00,29.64,
SYN,2022-05-13 16:15,-93.0145,44.4736,73.40,51.30,240.00,11.00,17.00,10.00,29.89,
ORB,2022-05-13 16:33,-92.8560,48.0159,69.80,53.60,180.00,16.00,20.00,10.00,29.71,
EVM,2022-05-13 16:35,-92.4981,47.4251,66.20,53.60,190.00,12.00,20.00,10.00,29.79,
XWA,2022-05-13 16:51,-103.7505,48.2597,44.00,42.00,300.00,31.00,49.00,8.00,29.40,-RA
N60,2022-05-13 16:52,-101.4394,47.6458,46.00,43.00,240.00,26.00,39.00,,29.38,
IOW,2022-05-13 16:52,-91.5445,41.6394,87.00,52.00,260.00,16.00,24.00,10.00,29.97,
OMA,2022-05-13 16:52,-95.8992,41.3103,75.00,43.00,300.00,11.00,,10.00,29.99,
VTN,2022-05-13 16:52,-100.5489,42.8567,72.00,27.00,260.00,23.00,32.00,10.00,29.94,
CID,2022-05-13 16:52,-91.7246,41.8829,83.00,54.00,250.00,20.00,30.00,10.00,29.95,
IEN,2022-05-13 16:52,-102.5110,43.0225,63.00,30.90,260.00,18.00,29.00,10.00,29.95,
RAP,2022-05-13 16:52,-103.0574,44.0453,63.00,32.00,270.00,15.00,26.00,10.00,29.88,
SUX,2022-05-13 16:52,-96.3795,42.3917,70.00,51.00,250.00,12.00,,10.00,29.97,
MBG,2022-05-13 16:52,-100.4078,45.5464,63.00,44.00,250.00,25.00,38.00,10.00,29.70,
EST,2022-05-13 16:52,-94.7476,43.4008,67.00,49.00,280.00,13.00,,10.00,29.95,
DVN,2022-05-13 16:52,-90.5948,41.6133,87.00,62.00,160.00,8.00,,10.00,29.94,
BIS,2022-05-13 16:52,-100.7458,46.7727,56.00,40.00,250.00,33.00,49.00,10.00,29.57,
DBQ,2022-05-13 16:53,-90.7091,42.3984,85.00,61.00,180.00,9.00,,10.00,29.94,
IML,2022-05-13 16:53,-101.6201,40.5103,69.00,28.00,280.00,8.00,18.00,10.00,30.06,
SNY,2022-05-13 16:53,-102.9847,41.1014,66.00,25.00,240.00,14.00,26.00,10.00,30.05,
MCW,2022-05-13 16:53,-93.3261,43.1544,71.00,46.00,220.00,10.00,,10.00,29.96,
CDR,2022-05-13 16:53,-103.0954,42.8376,64.00,30.00,290.00,20.00,32.00,10.00,29.97,
MCK,2022-05-13 16:53,-100.5921,40.2063,71.00,26.10,,4.00,,10.00,30.06,
HEI,2022-05-13 16:53,-102.6560,46.0149,47.00,43.00,270.00,26.00,36.00,10.00,29.70,
AXN,2022-05-13 16:53,-95.3947,45.8663,65.00,48.00,240.00,19.00,30.00,10.00,29.82,
BDE,2022-05-13 16:53,-94.6122,48.7284,68.00,48.00,180.00,14.00,31.00,10.00,29.63,
BRD,2022-05-13 16:53,-94.1308,46.4047,68.00,46.00,210.00,22.00,35.00,10.00,29.80,
STC,2022-05-13 16:53,-94.0513,45.5433,66.00,48.00,220.00,15.00,23.00,10.00,29.85,
FNB,2022-05-13 16:53,-95.5920,40.0788,73.00,63.00,300.00,6.00,,10.00,29.98,
HSI,2022-05-13 16:53,-98.4279,40.6052,69.00,43.00,260.00,6.00,,10.00,30.06,
MIC,2022-05-13 16:53,-93.3511,45.0622,70.00,50.00,210.00,13.00,,10.00,29.87,
OWA,2022-05-13 16:53,-93.2606,44.1233,69.80,51.80,240.00,13.00,,10.00,29.94,
PKD,2022-05-13 16:53,-95.0700,46.9000,65.00,46.00,210.00,25.00,35.00,10.00,29.74,
BFF,2022-05-13 16:53,-103.5956,41.8740,66.00,25.00,270.00,14.00,25.00,10.00,30.03,
AQP,2022-05-13 16:53,-96.0043,45.2275,68.00,46.40,230.00,24.00,30.00,10.00,29.82,
FOZ,2022-05-13 16:53,-93.6502,47.7828,69.80,46.40,190.00,21.00,30.00,10.00,29.77,
XVG,2022-05-13 16:53,-94.2039,46.9900,64.40,44.60,200.00,14.00,23.00,10.00,29.76,
LWD,2022-05-13 16:53,-93.9005,40.6306,70.00,61.00,290.00,15.00,23.00,10.00,29.94,
BRL,2022-05-13 16:53,-91.1255,40.7729,85.00,59.00,0.00,0.00,,10.00,29.95,
LBF,2022-05-13 16:53,-100.6690,41.1219,70.00,32.00,260.00,7.00,20.00,10.00,30.03,
GRI,2022-05-13 16:53,-98.3096,40.9675,72.00,41.00,280.00,6.00,,10.00,30.04,
ORB,2022-05-13 16:53,-92.8560,48.0159,71.60,53.60,210.00,15.00,22.00,10.00,29.71,
AIA,2022-05-13 16:53,-102.8000,42.0572,64.00,25.00,260.00,24.00,35.00,10.00,30.02,
ABR,2022-05-13 16:53,-98.4200,45.4500,63.00,46.00,230.00,19.00,31.00,10.00,29.78,
CUT,2022-05-13 16:53,-103.6114,43.7331,52.00,30.00,260.00,19.00,30.00,10.00,29.94,
MHE,2022-05-13 16:53,-98.0386,43.7748,70.00,43.00,240.00,14.00,24.00,10.00,29.91,
PIR,2022-05-13 16:53,-100.2860,44.3827,69.00,37.00,270.00,23.00,37.00,10.00,29.82,
BBW,2022-05-13 16:53,-99.6385,41.4365,70.00,30.00,210.00,7.00,15.00,10.00,30.03,
MSP,2022-05-13 16:53,-93.2313,44.8854,72.00,51.00,240.00,13.00,27.00,10.00,29.90,
FCM,2022-05-13 16:53,-93.4607,44.8261,70.00,47.00,250.00,12.00,21.00,10.00,29.89,
STP,2022-05-13 16:53,-93.0600,44.9345,73.00,53.00,250.00,11.00,,10.00,29.89,
FAR,2022-05-13 16:53,-96.8111,46.9253,63.00,44.00,210.00,31.00,46.00,10.00,29.67,
GFK,2022-05-13 16:53,-97.1761,47.9492,61.00,47.00,200.00,32.00,44.00,10.00,29.53,
HIB,2022-05-13 16:53,-92.8390,47.3866,69.00,47.00,190.00,11.00,25.00,10.00,29.76,
RWF,2022-05-13 16:53,-95.0820,44.5469,67.00,49.00,240.00,10.00,20.00,10.00,29.89,
ODX,2022-05-13 16:53,-98.9517,41.6236,69.00,42.00,200.00,8.00,,10.00,30.01,
AMW,2022-05-13 16:53,-93.6185,41.9904,71.00,51.00,300.00,14.00,,10.00,29.93,
MIW,2022-05-13 16:53,-92.9163,42.1106,74.00,51.00,270.00,11.00,,10.00,29.95,
OTM,2022-05-13 16:53,-92.4446,41.1008,78.00,56.00,190.00,11.00,,10.00,29.96,
SPW,2022-05-13 16:53,-95.2101,43.1682,69.00,49.00,240.00,11.00,,10.00,29.96,
DVP,2022-05-13 16:53,-95.7826,43.9868,65.00,47.00,240.00,20.00,28.00,10.00,29.92,
ATY,2022-05-13 16:53,-97.1547,44.9140,65.00,47.00,230.00,20.00,32.00,10.00,29.85,
ICR,2022-05-13 16:53,-99.8422,43.3903,71.00,40.00,240.00,18.00,26.00,10.00,29.90,
LNK,2022-05-13 16:54,-96.7633,40.8312,75.00,45.00,260.00,6.00,,10.00,30.02,
DSM,2022-05-13 16:54,-93.6531,41.5339,71.00,54.00,260.00,6.00,,10.00,29.96,
INL,2022-05-13 16:54,-93.3956,48.5595,72.00,50.00,190.00,12.00,28.00,10.00,29.66,
TQE,2022-05-13 16:54,-96.1779,41.7635,71.00,52.00,250.00,12.00,,10.00,29.99,
MOT,2022-05-13 16:54,-101.2803,48.2594,51.00,46.00,230.00,22.00,38.00,10.00,29.23,
RST,2022-05-13 16:54,-92.4916,43.9041,79.00,47.00,250.00,13.00,23.00,10.00,29.93,
ALO,2022-05-13 16:54,-92.4013,42.5544,78.00,51.00,250.00,16.00,26.00,10.00,29.94,
S32,2022-05-13 16:55,-98.1059,47.4228,55.40,51.80,220.00,32.00,45.00,10.00,29.54,
OXV,2022-05-13 16:55,-93.1114,41.2984,71.60,55.40,0.00,0.00,,10.00,29.95,
CCY,2022-05-13 16:55,-92.6132,43.0730,77.00,48.20,260.00,13.00,21.00,10.00,29.94,
VTI,2022-05-13 16:55,-92.0248,42.2176,83.50,48.00,240.00,14.00,22.00,10.00,29.95,
CNC,2022-05-13 16:55,-93.3608,41.0184,69.80,60.80,300.00,6.00,,10.00,29.95,
CSQ,2022-05-13 16:55,-94.3608,41.0188,71.60,59.00,260.00,13.00,,10.00,29.97,
AWG,2022-05-13 16:55,-91.6748,41.2751,86.00,53.60,260.00,14.00,20.00,10.00,29.95,
FSW,2022-05-13 16:55,-91.3267,40.6615,86.00,55.40,0.00,0.00,,10.00,29.96,
EOK,2022-05-13 16:55,-91.4274,40.4615,84.20,60.80,0.00,0.00,,10.00,29.96,
MPZ,2022-05-13 16:55,-91.5122,40.9453,87.80,51.80,270.00,8.00,13.00,10.00,29.97,
SGS,2022-05-13 16:55,-93.0329,44.8571,73.80,49.80,230.00,8.00,,10.00,29.89,
ACQ,2022-05-13 16:55,-93.5529,44.0735,69.80,48.20,250.00,13.00,,,29.95,
AEL,2022-05-13 16:55,-93.3672,43.6815,71.60,48.20,260.00,8.00,,10.00,29.94,
PNM,2022-05-13 16:55,-93.6082,45.5599,71.60,48.20,220.00,12.00,,10.00,29.87,
HZE,2022-05-13 16:55,-101.5810,47.2899,46.40,46.40,260.00,30.00,38.00,4.00,29.47,-RA
D55,2022-05-13 16:55,-98.3937,48.7531,53.60,53.60,190.00,32.00,42.00,10.00,29.34,
7L2,2022-05-13 16:55,-100.2456,46.2206,55.40,42.80,260.00,27.00,36.00,10.00,29.68,
06D,2022-05-13 16:55,-99.6208,48.8844,48.20,48.20,200.00,25.00,38.00,4.00,29.21,BR
D60,2022-05-13 16:55,-102.8974,48.3803,42.80,44.60,280.00,27.00,36.00,3.00,29.32,RA
DLH,2022-05-13 16:55,-92.1936,46.8421,59.00,52.00,170.00,6.00,,10.00,29.83,
GHW,2022-05-13 16:55,-95.3204,45.6439,66.20,48.20,220.00,21.00,27.00,10.00,29.83,
IBM,2022-05-13 16:55,-103.6774,41.1881,63.70,21.70,230.00,19.00,30.00,10.00,30.07,
AIT,2022-05-13 16:55,-93.6768,46.5484,68.00,48.20,190.00,15.00,22.00,10.00,29.80,
AUM,2022-05-13 16:55,-92.9333,43.6647,73.40,48.20,230.00,9.00,15.00,10.00,29.95,
HCO,2022-05-13 16:55,-96.9430,48.7527,60.80,48.20,180.00,31.00,45.00,10.00,29.48,
MJQ,2022-05-13 16:55,-94.9865,43.6500,64.40,44.60,260.00,11.00,17.00,10.00,29.95,
JMR,2022-05-13 16:55,-93.2718,45.8861,68.00,48.20,220.00,13.00,20.00,10.00,29.87,
ULM,2022-05-13 16:55,-94.5000,44.3200,66.20,48.20,260.00,14.00,,10.00,29.92,
PQN,2022-05-13 16:55,-96.3004,43.9821,64.40,48.20,260.00,17.00,23.00,10.00,29.92,
RGK,2022-05-13 16:55,-92.4868,44.5915,77.00,44.60,240.00,11.00,,10.00,29.89,
ROX,2022-05-13 16:55,-95.6971,48.8560,62.60,50.00,180.00,25.00,33.00,10.00,29.58,
ONA,2022-05-13 16:55,-91.7083,44.0772,82.40,53.60,250.00,7.00,,10.00,29.88,
BVN,2022-05-13 16:55,-98.0558,41.7286,69.40,42.40,270.00,6.00,,10.00,30.01,
FET,2022-05-13 16:55,-96.5200,41.4500,71.00,48.20,260.00,7.00,,10.00,30.01,
HJH,2022-05-13 16:55,-97.5870,40.1523,73.40,41.20,10.00,5.00,,10.00,30.04,
LXN,2022-05-13 16:55,-99.7759,40.7904,69.00,39.00,180.00,3.00,,10.00,30.05,
AFK,2022-05-13 16:55,-95.8657,40.6069,,,,,,,,
OGA,2022-05-13 16:55,-101.7697,41.1195,70.70,27.00,280.00,8.00,,10.00,30.04,
TIF,2022-05-13 16:55,-100.5690,41.9622,70.30,27.00,280.00,12.00,19.00,10.00,30.00,
LCG,2022-05-13 16:55,-96.9814,42.2419,70.70,47.50,240.00,9.00,14.00,10.00,29.98,
JYR,2022-05-13 16:55,-97.6228,40.8967,69.80,48.20,,4.00,,10.00,30.03,
BBB,2022-05-13 16:55,-95.6506,45.3319,64.40,48.20,260.00,20.00,26.00,10.00,29.84,
COQ,2022-05-13 16:55,-92.5036,46.7011,55.40,51.80,110.00,5.00,,10.00,29.81,
DYT,2022-05-13 16:55,-92.0434,46.7219,,,,,,,,
ELO,2022-05-13 16:55,-91.8371,47.8287,69.80,46.40,210.00,13.00,18.00,10.00,29.79,
FGN,2022-05-13 16:55,-94.9028,49.3183,46.40,39.20,160.00,17.00,,10.00,29.59,
FSE,2022-05-13 16:55,-95.7735,47.5928,60.80,46.40,200.00,33.00,43.00,10.00,29.66,
HCD,2022-05-13 16:55,-94.3825,44.8599,65.70,50.20,220.00,9.00,17.00,10.00,29.91,
DXX,2022-05-13 16:55,-96.1779,44.9864,69.80,48.20,240.00,22.00,32.00,10.00,29.85,
ANE,2022-05-13 16:55,-93.2102,45.1449,71.60,51.80,250.00,10.00,,10.00,29.89,
MZH,2022-05-13 16:55,-92.8048,46.4186,73.40,46.40,200.00,13.00,20.00,10.00,29.81,
BDH,2022-05-13 16:55,-95.1304,45.1177,66.20,51.80,230.00,18.00,,10.00,29.89,
HDE,2022-05-13 16:55,-99.3365,40.4521,67.00,36.30,180.00,4.00,,10.00,30.06,
MLE,2022-05-13 16:55,-96.1120,41.1960,71.80,45.50,270.00,10.00,14.00,10.00,30.00,
CFE,2022-05-13 16:55,-93.8433,45.1590,66.20,50.00,220.00,15.00,20.00,10.00,29.89,
Y63,2022-05-13 16:55,-95.9920,45.9861,64.80,49.50,230.00,22.00,32.00,10.00,29.80,
GYL,2022-05-13 16:55,-94.0812,44.7560,65.50,49.50,250.00,10.00,17.00,10.00,29.91,
GDB,2022-05-13 16:55,-95.5560,44.7533,68.20,51.80,220.00,18.00,25.00,10.00,29.88,
14Y,2022-05-13 16:55,-94.8739,45.8983,62.60,48.20,230.00,17.00,24.00,10.00,29.83,
LYV,2022-05-13 16:55,-96.2158,43.6212,66.20,44.60,260.00,18.00,25.00,10.00,29.94,
HZX,2022-05-13 16:55,-93.3098,46.6188,68.00,46.40,200.00,18.00,24.00,10.00,29.81,
LVN,2022-05-13 16:55,-93.2273,44.6252,69.80,48.20,230.00,7.00,,10.00,29.91,
VVV,2022-05-13 16:55,-96.4244,45.3057,66.20,48.20,220.00,14.00,24.00,10.00,29.82,
